Invoice,StockCode,Description,Quantity,Price,Customer ID,Country
493866,21539,RETRO SPOTS BUTTER DISH,3,4.95,16057,United Kingdom
493866,21537,RETRO SPOTS PUDDING BOWL,4,4.25,16057,United Kingdom
493866,21535,RETRO SPOT SMALL MILK JUG,6,2.55,16057,United Kingdom
493866,21533,RETRO SPOT LARGE MILK JUG,3,4.95,16057,United Kingdom
493866,21531,RETRO SPOT SUGAR JAM BOWL,6,2.55,16057,United Kingdom
493866,21527,RETRO SPOT TRADITIONAL TEAPOT ,2,7.95,16057,United Kingdom
493866,21278,VINTAGE KITCHEN PRINT PUDDINGS,6,2.55,16057,United Kingdom
493866,21172,PARTY METAL SIGN ,12,1.45,16057,United Kingdom
C493867,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-2,2.95,16296,United Kingdom
C493867,21344,MOROCCAN BEATEN METAL DISH,-2,3.95,16296,United Kingdom
C493867,84659A,WHITE TRAVEL ALARM CLOCK,-1,2.55,16296,United Kingdom
C493867,21275,ZINC TOP  2 DOOR WOODEN SHELF ,-1,3.95,16296,United Kingdom
C493868,21773,DECORATIVE ROSE BATHROOM BOTTLE,-1,1.25,14911,EIRE
C493868,47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,-2,7.95,14911,EIRE
C493869,85044,RED REINDEER STRING OF 20 LIGHTS,-1,4.25,13136,United Kingdom
C493870,21232,STRAWBERRY CERAMIC TRINKET BOX,-2,1.25,16592,United Kingdom
C493870,20914,SET/5 RED SPOTTY LID GLASS BOWLS,-1,2.95,16592,United Kingdom
C493870,21218,RED SPOTTY BISCUIT TIN,-3,3.75,16592,United Kingdom
C493871,22194,BLACK DINER WALL CLOCK,-1,8.5,13078,United Kingdom
493872,22348,TEA BAG PLATE RED SPOTTY ,12,0.85,16296,United Kingdom
493872,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,3,4.95,16296,United Kingdom
493872,20669,RED HEART LUGGAGE TAG,12,1.25,16296,United Kingdom
493872,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,12,1.69,16296,United Kingdom
493872,21137,BLACK RECORD COVER FRAME,4,3.75,16296,United Kingdom
493872,21216,"SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",4,4.95,16296,United Kingdom
493872,21533,RETRO SPOT LARGE MILK JUG,3,4.95,16296,United Kingdom
493872,22055,MINI CAKE STAND  HANGING STRAWBERY,8,1.65,16296,United Kingdom
493872,22061,LARGE CAKE STAND  HANGING STRAWBERY,2,9.95,16296,United Kingdom
493872,22151,PLACE SETTING WHITE HEART,24,0.42,16296,United Kingdom
493872,22283,6 EGG HOUSE PAINTED WOOD,2,7.95,16296,United Kingdom
493872,22215,CAKE STAND WHITE TWO TIER LACE,2,8.5,16296,United Kingdom
493872,22294,HEART FILIGREE DOVE  SMALL,24,1.25,16296,United Kingdom
493872,85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,12,1.65,16296,United Kingdom
493872,21212,PACK OF 72 RETRO SPOT CAKE CASES,24,0.55,16296,United Kingdom
493872,22073,RETRO SPOT STORAGE JAR,4,3.75,16296,United Kingdom
493872,21041,RED SPOTTY OVEN GLOVE DOUBLE,6,2.95,16296,United Kingdom
493872,21035,SET/2 RED SPOTTY TEA TOWELS ,6,2.95,16296,United Kingdom
493872,21232,STRAWBERRY CERAMIC TRINKET BOX,12,1.25,16296,United Kingdom
493873,21348,PINK SPOTS CHOCOLATE NESTING BOXES ,24,1.25,13711,United Kingdom
493873,22415,WHITE TISSUE REAM,1,7.95,13711,United Kingdom
493873,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2.95,13711,United Kingdom
493873,20914,SET/5 RED SPOTTY LID GLASS BOWLS,6,2.95,13711,United Kingdom
493873,20676,RED SPOTTY BOWL,8,1.25,13711,United Kingdom
493873,21216,"SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",4,4.95,13711,United Kingdom
493873,21217,RED SPOTTY ROUND CAKE TINS,2,9.95,13711,United Kingdom
493873,21238,RED SPOTTY CUP,16,0.85,13711,United Kingdom
493873,21242,RED SPOTTY PLATE ,8,1.69,13711,United Kingdom
493873,21246,RED SPOTTY BIG BOWL,6,4.95,13711,United Kingdom
493873,21396,RED SPOTTY EGG CUP ,12,1.25,13711,United Kingdom
493873,21498,RED SPOTS  WRAP ,25,0.42,13711,United Kingdom
493873,21527,RETRO SPOT TRADITIONAL TEAPOT ,4,7.95,13711,United Kingdom
493873,21533,RETRO SPOT LARGE MILK JUG,6,4.95,13711,United Kingdom
493873,21535,RETRO SPOT SMALL MILK JUG,6,2.55,13711,United Kingdom
493873,21537,RETRO SPOTS PUDDING BOWL,4,4.25,13711,United Kingdom
493873,21539,RETRO SPOTS BUTTER DISH,3,4.95,13711,United Kingdom
493873,21843,RETRO SPOT CAKE STAND,3,10.95,13711,United Kingdom
493873,21844,RETRO SPOT MUG,12,2.95,13711,United Kingdom
493873,22072,TEA CUP AND SAUCER RETRO SPOT,8,3.75,13711,United Kingdom
493873,22073,RETRO SPOT STORAGE JAR,4,3.75,13711,United Kingdom
493873,22094,RED POLKA DOT TISSUE BOX,12,1.25,13711,United Kingdom
493873,79323P,PINK CHERRY LIGHTS,4,6.75,13711,United Kingdom
493873,79323LP,LIGHT PINK CHERRY LIGHTS,4,6.75,13711,United Kingdom
493873,21175,GIN + TONIC DIET METAL SIGN,6,2.1,13711,United Kingdom
493873,22185,SLATE TILE NATURAL HANGING,12,1.65,13711,United Kingdom
493873,21289,LARGE STRIPES CHOCOLATE GIFT BAG,48,0.38,13711,United Kingdom
493873,21292,SMALL STRIPES CHOCOLATE GIFT BAG ,64,0.19,13711,United Kingdom
493873,21288,STRIPEY CHOCOLATE NESTING BOXES,24,1.25,13711,United Kingdom
493874,15060B,FAIRY CAKE DESIGN UMBRELLA,4,3.75,13468,United Kingdom
493874,48111,DOOR MAT 3 SMILEY CATS,2,6.75,13468,United Kingdom
493874,79302M,"ART LIGHTS,FUNK MONKEY",6,2.95,13468,United Kingdom
493874,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2.55,13468,United Kingdom
493874,84509G,FAIRY CAKE PLACEMATS ,4,3.75,13468,United Kingdom
493874,21627,ELEPHANT CARNIVAL POUFFE,1,14.95,13468,United Kingdom
493874,21628,TRIANGULAR POUFFE VINTAGE ,2,14.95,13468,United Kingdom
493874,21181,PLEASE ONE PERSON  METAL SIGN,6,2.1,13468,United Kingdom
493874,22221,CAKE STAND LOVEBIRD 2 TIER PINK,2,9.95,13468,United Kingdom
493874,22236,CAKE STAND 3 TIER MAGIC GARDEN,2,12.75,13468,United Kingdom
493874,47559B,TEA TIME OVEN GLOVE,10,1.25,13468,United Kingdom
493874,85047,WHITE BEADED GARLAND STRING 20LIGHT,6,6.35,13468,United Kingdom
493874,84619,BLUE GINGHAM ROSE QUILT ,1,45.95,13468,United Kingdom
493874,79323W, WHITE CHERRY LIGHTS,4,6.75,13468,United Kingdom
493875,21100,CHARLIE AND LOLA CHARLOTTE BAG,10,1.65,13693,United Kingdom
493875,21622,VINTAGE UNION JACK CUSHION COVER,4,4.95,13693,United Kingdom
493875,21837,CROSS STITCH ALPHABET CUSHION COVER,3,5.95,13693,United Kingdom
493875,21307,SET/4 BUTTERFLY MIRROR MAGNETS,6,2.1,13693,United Kingdom
493875,79323LP,LIGHT PINK CHERRY LIGHTS,4,6.75,13693,United Kingdom
493875,79323GR,GREEN CHERRY LIGHTS,4,6.75,13693,United Kingdom
493875,84406B,CREAM CUPID HEARTS COAT HANGER,8,3.25,13693,United Kingdom
493875,82580,BATHROOM METAL SIGN,12,0.55,13693,United Kingdom
493875,82581,TOILET METAL SIGN,12,0.55,13693,United Kingdom
493875,21164,HOME SWEET HOME METAL SIGN ,12,2.95,13693,United Kingdom
493875,21181,PLEASE ONE PERSON  METAL SIGN,6,2.1,13693,United Kingdom
493875,21033,JUMBO BAG CHARLIE AND LOLA TOYS,10,2.95,13693,United Kingdom
493876,47590A,BLUE HAPPY BIRTHDAY BUNTING,3,5.45,12648,Germany
493876,90167,BEADED LOVE HEART JEWELLERY SET,48,0.85,12648,Germany
493876,20702,PINK PADDED MOBILE,6,4.25,12648,Germany
493876,20750, RED/WHITE DOT MINI CASES,4,7.95,12648,Germany
493876,21556,CERAMIC STRAWBERRY MONEY BOX,6,2.55,12648,Germany
493876,20675,BLUE SPOTTY BOWL,8,1.25,12648,Germany
493876,20676,RED SPOTTY BOWL,8,1.25,12648,Germany
493876,20677,PINK SPOTTY BOWL,8,1.25,12648,Germany
493876,84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,6,3.75,12648,Germany
493876,84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,6,3.75,12648,Germany
493876,POST,POSTAGE,1,1,12648,Germany
493877,20772,GARDEN PATH JOURNAL,6,2.55,14911,EIRE
493877,20771,CHRYSANTHEMUM  JOURNAL,6,2.55,14911,EIRE
493877,20992,JAZZ HEARTS PURSE NOTEBOOK,12,0.85,14911,EIRE
493877,21126,SET OF 6 GIRLS CELEBRATION CANDLES,48,0.38,14911,EIRE
493877,21125,SET 6 FOOTBALL CELEBRATION CANDLES,48,0.38,14911,EIRE
493877,21275,ZINC TOP  2 DOOR WOODEN SHELF ,8,3.95,14911,EIRE
493877,21322,GLASS SPHERE CANDLE STAND LARGE ,18,6.35,14911,EIRE
493877,21486,PINK HEART DOTS HOT WATER BOTTLE,24,1.65,14911,EIRE
493877,35968,FOLK ART METAL HEART T-LIGHT HOLDER,24,0.38,14911,EIRE
493877,22114,HOT WATER BOTTLE TEA AND SYMPATHY,12,3.95,14911,EIRE
493877,22224,WHITE LOVEBIRD LANTERN,12,2.95,14911,EIRE
493877,22282,12 EGG HOUSE PAINTED WOOD,8,10.95,14911,EIRE
493877,22218,CAKE STAND LACE WHITE,12,4.25,14911,EIRE
493877,22296,HEART IVORY TRELLIS LARGE,24,1.65,14911,EIRE
493877,22297,HEART IVORY TRELLIS SMALL,24,1.25,14911,EIRE
493877,22236,CAKE STAND 3 TIER MAGIC GARDEN,12,10.95,14911,EIRE
493877,22349,"DOG BOWL , CHASING BALL DESIGN",12,3.75,14911,EIRE
493877,22350,CAT BOWL ,12,2.55,14911,EIRE
493877,47599A,PINK PARTY BAGS,18,2.1,14911,EIRE
493877,84913A,SOFT PINK ROSE TOWEL ,12,4.65,14911,EIRE
493877,84917,WHITE HAND TOWEL WITH BUTTERFLY,10,5.95,14911,EIRE
493877,82011C,BATHROOM SCALES FOOTPRINTS IN SAND,10,2.95,14911,EIRE
493877,21733,RED HANGING HEART T-LIGHT HOLDER,18,2.95,14911,EIRE
493877,71459,HANGING JAM JAR T-LIGHT HOLDER,36,0.85,14911,EIRE
493877,84970S,HANGING HEART ZINC T-LIGHT HOLDER,24,0.85,14911,EIRE
493877,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,24,0.95,14911,EIRE
493877,84978,HANGING HEART JAR T-LIGHT HOLDER,12,1.25,14911,EIRE
493877,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2.95,14911,EIRE
493877,22320,BIRDS MOBILE VINTAGE DESIGN,12,5.95,14911,EIRE
493877,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,1.25,14911,EIRE
493877,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,1.25,14911,EIRE
493877,84867A,PINK BABY GIRLS PHOTO ALBUM,12,5.95,14911,EIRE
493877,20794,BLUE  TILE HOOK,16,2.55,14911,EIRE
493877,82486,WOOD S/3 CABINET ANT WHITE FINISH,12,6.95,14911,EIRE
493877,84839,SWEETHEART KEY CABINET,10,5.55,14911,EIRE
493877,21893,POTTING SHED SEED TIN,12,4.25,14911,EIRE
493877,21895,POTTING SHED SOW 'N' GROW SET,12,4.25,14911,EIRE
493877,85113,POLKA DOT PISTACHIO PAIL,12,2.1,14911,EIRE
493877,21444,BLUE CHALET BIRDFEEDER,16,3.75,14911,EIRE
493877,84992,72 SWEETHEART FAIRY CAKE CASES,24,0.55,14911,EIRE
493877,21681,GIANT MEDINA STAMPED METAL BOWL ,8,9.95,14911,EIRE
493877,85091,CANDY SPOT BREAD BASKETS,12,4.95,14911,EIRE
493877,20754,RETRO RED SPOTTY WASHING UP GLOVES,6,2.1,14911,EIRE
493877,84378,SET OF 3 HEART COOKIE CUTTERS,12,1.25,14911,EIRE
493877,21989,PACK OF 20 SKULL PAPER NAPKINS,12,0.85,14911,EIRE
493877,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,12,0.85,14911,EIRE
493877,84520D,PACK OF 20 FAIRY CAKE PAPER NAPKINS,12,0.85,14911,EIRE
493877,21076,SET/20 COLLAGE PAPER NAPKIN ,12,0.85,14911,EIRE
493877,84509F,NEW ENGLAND PLACEMATS,12,3.75,14911,EIRE
493877,84519A,TOMATO CHARLIE+LOLA COASTER SET,6,2.95,14911,EIRE
493877,84519B,CARROT CHARLIE+LOLA COASTER SET,6,2.95,14911,EIRE
493877,84968B,S/16 VINTAGE IVORY CUTLERY,12,12.75,14911,EIRE
493877,22151,PLACE SETTING WHITE HEART,96,0.42,14911,EIRE
493877,21061,PARTY INVITES FOOTBALL,12,0.85,14911,EIRE
493877,21059,PARTY INVITES DINOSAURS,12,0.85,14911,EIRE
493877,21063,PARTY INVITES JAZZ HEARTS,12,0.85,14911,EIRE
493877,21060,PARTY INVITES BALLOON GIRL,12,0.85,14911,EIRE
493877,47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,6,7.95,14911,EIRE
493877,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,12,2.55,14911,EIRE
493877,20707,CRAZY DAISY HEART DECORATION,24,1.25,14911,EIRE
493877,20752,RETRO BLUE SPOTTY WASHING UP GLOVES,12,2.1,14911,EIRE
493877,20767,BLUE PAISLEY JOURNAL ,6,2.55,14911,EIRE
493878,22198,"POPCORN HOLDER , LARGE",12,1.65,14769,United Kingdom
493878,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,0.85,14769,United Kingdom
493878,84375,SET OF 20 KIDS COOKIE CUTTERS,12,1.95,14769,United Kingdom
493878,84378,SET OF 3 HEART COOKIE CUTTERS,12,1.25,14769,United Kingdom
493878,84050,PINK HEART SHAPE EGG FRYING PAN,6,1.65,14769,United Kingdom
493878,21355,TOAST ITS - I LOVE YOU ,12,1.25,14769,United Kingdom
493878,20914,SET/5 RED SPOTTY LID GLASS BOWLS,6,2.95,14769,United Kingdom
493878,22059,CERAMIC STRWBERRY DESIGN MUG,12,1.49,14769,United Kingdom
493878,20749,ASSORTED COLOUR MINI CASES,2,7.95,14769,United Kingdom
493878,20750, RED/WHITE DOT MINI CASES,2,7.95,14769,United Kingdom
493878,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,0.42,14769,United Kingdom
493878,22341,LOVE GARLAND PAINTED ZINC ,12,1.65,14769,United Kingdom
493878,22342,HOME GARLAND PAINTED ZINC ,12,1.65,14769,United Kingdom
493878,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2.95,14769,United Kingdom
493878,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,0.65,14769,United Kingdom
493878,71459,HANGING JAM JAR T-LIGHT HOLDER,12,0.85,14769,United Kingdom
493878,85152,HAND OVER THE CHOCOLATE   SIGN ,6,2.1,14769,United Kingdom
493878,21908,CHOCOLATE THIS WAY METAL SIGN,6,2.1,14769,United Kingdom
493878,21903,MAN FLU METAL SIGN,6,2.1,14769,United Kingdom
493878,21181,PLEASE ONE PERSON  METAL SIGN,6,2.1,14769,United Kingdom
493878,21916,SET 12 RETRO WHITE CHALK STICKS,24,0.42,14769,United Kingdom
493878,21314,SMALL GLASS HEART TRINKET POT,8,2.1,14769,United Kingdom
493878,21765,HANGING METAL BIRD BATH,2,7.95,14769,United Kingdom
493878,21832,CHOCOLATE CALCULATOR,12,1.65,14769,United Kingdom
493878,21704,BAG 250g SWIRLY MARBLES,12,0.85,14769,United Kingdom
493878,21557,SET OF 6 FUNKY BEAKERS,6,2.95,14769,United Kingdom
493878,90167,BEADED LOVE HEART JEWELLERY SET,12,0.85,14769,United Kingdom
493878,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,3,4.95,14769,United Kingdom
493878,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,0.21,14769,United Kingdom
493878,10002,INFLATABLE POLITICAL GLOBE ,12,0.85,14769,United Kingdom
493878,22318,FIVE HEART HANGING DECORATION,6,2.95,14769,United Kingdom
493878,84671B,CROCHET BEAR WITH BLUE STRIPES,4,2.55,14769,United Kingdom
493878,21555,CERAMIC STRAWBERRY TRINKET TRAY,6,2.55,14769,United Kingdom
493878,85232B,SET/3 RUSSIAN DOLL STACKING TINS,3,4.95,14769,United Kingdom
493878,22189,CREAM HEART CARD HOLDER,4,3.95,14769,United Kingdom
493879,21322,,-17,0,,United Kingdom
493880,48187,DOOR MAT NEW ENGLAND,2,6.75,13047,United Kingdom
493880,84879,ASSORTED COLOUR BIRD ORNAMENT,32,1.69,13047,United Kingdom
493880,21754,HOME BUILDING BLOCK WORD,12,5.95,13047,United Kingdom
493880,21733,RED HANGING HEART T-LIGHT HOLDER,18,2.95,13047,United Kingdom
493880,21667,GLASS CAKE COVER AND PLATE,2,16.95,13047,United Kingdom
493880,21380,WOODEN HAPPY BIRTHDAY GARLAND,6,2.95,13047,United Kingdom
493880,21390,FILIGRIS HEART WITH BUTTERFLY,24,1.25,13047,United Kingdom
493880,21314,SMALL GLASS HEART TRINKET POT,16,2.1,13047,United Kingdom
493880,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,2.55,13047,United Kingdom
493880,84406B,CREAM CUPID HEARTS COAT HANGER,8,3.25,13047,United Kingdom
493880,20685,RED SPOTTY COIR DOORMAT,2,6.75,13047,United Kingdom
493880,48194,DOORMAT HEARTS,2,6.75,13047,United Kingdom
493880,21523,FANCY FONT HOME SWEET HOME DOORMAT,2,6.75,13047,United Kingdom
493880,48189,DOOR MAT FRIENDSHIP ,4,6.75,13047,United Kingdom
493881,21523,FANCY FONT HOME SWEET HOME DOORMAT,10,5.95,17018,United Kingdom
493881,21524,SPOTTY  HOME SWEET HOME DOORMAT,10,5.95,17018,United Kingdom
493881,48187,DOOR MAT NEW ENGLAND,10,5.95,17018,United Kingdom
493881,48111,DOOR MAT 3 SMILEY CATS,10,5.95,17018,United Kingdom
493881,48129,DOOR MAT TOPIARY,10,5.95,17018,United Kingdom
493881,48197,DOOR MAT BIRD ON THE WIRE,10,5.95,17018,United Kingdom
493882,40016,CHINESE DRAGON PAPER LANTERNS,48,0.42,15586,United Kingdom
493882,22264,FELT FARM ANIMAL WHITE BUNNY ,12,0.85,15586,United Kingdom
493882,22231,JIGSAW TREE WITH BIRDHOUSE,24,1.45,15586,United Kingdom
493882,22233,JIGSAW RABBIT AND BIRDHOUSE,24,1.65,15586,United Kingdom
493882,22150, 3 STRIPEY MICE FELTCRAFT,12,1.95,15586,United Kingdom
493882,20971,PINK BLUE FELT CRAFT TRINKET BOX,24,1.25,15586,United Kingdom
493882,20972,PINK CREAM FELT CRAFT TRINKET BOX ,24,1.25,15586,United Kingdom
493882,21985,PACK OF 12 HEARTS DESIGN TISSUES ,48,0.29,15586,United Kingdom
493882,15044D,RED PAPER PARASOL,6,2.95,15586,United Kingdom
493882,15044B,BLUE PAPER PARASOL ,6,2.95,15586,United Kingdom
493882,15036,ASSORTED COLOURS SILK FAN,48,0.65,15586,United Kingdom
493882,17033,"BROCADE PURSE,SMALL ARCH BUTTON",36,0.29,15586,United Kingdom
493882,85017A,ENVELOPE 50 ROMANTIC IMAGES,24,0.85,15586,United Kingdom
493882,20989,URBAN CHIC CHOPSTICKS SET/5,10,1.95,15586,United Kingdom
493882,84279P, CHERRY BLOSSOM  DECORATIVE FLASK,4,3.75,15586,United Kingdom
493882,84279B,CHERRY BLOSSOM DECORATIVE FLASK,4,3.75,15586,United Kingdom
493882,21871,SAVE THE PLANET MUG,24,1.25,15586,United Kingdom
493882,22301,COFFEE MUG CAT + BIRD DESIGN,24,2.55,15586,United Kingdom
493882,84988,SET OF 72 PINK HEART PAPER DOILIES,24,1.45,15586,United Kingdom
493882,22219,LOVEBIRD HANGING DECORATION WHITE ,60,0.85,15586,United Kingdom
493882,84992,72 SWEETHEART FAIRY CAKE CASES,24,0.55,15586,United Kingdom
493882,21911,GARDEN METAL SIGN ,12,1.65,15586,United Kingdom
493882,21494,ROTATING LEAVES T-LIGHT HOLDER,24,2.55,15586,United Kingdom
493882,22297,HEART IVORY TRELLIS SMALL,24,1.25,15586,United Kingdom
493882,22294,HEART FILIGREE DOVE  SMALL,24,1.25,15586,United Kingdom
493883,85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,576,3,18102,United Kingdom
493883,15056BL,EDWARDIAN PARASOL BLACK,600,3,18102,United Kingdom
493884,21156,RED SPOTTY CHILDS APRON,120,1.65,14045,United Kingdom
493884,47591D,PINK FAIRY CAKE CHILD'S APRON,120,1.65,14045,United Kingdom
493885,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,576,3,18102,United Kingdom
493885,85014D,PINK/BROWN DOTS RUFFLED UMBRELLA,432,3,18102,United Kingdom
493885,15056N,EDWARDIAN PARASOL NATURAL,600,3,18102,United Kingdom
493885,20679,EDWARDIAN PARASOL RED,600,3,18102,United Kingdom
493886,22303,COFFEE MUG APPLES DESIGN,6,2.55,16497,United Kingdom
493886,22302,COFFEE MUG PEARS  DESIGN,6,2.55,16497,United Kingdom
493886,84991,60 TEATIME FAIRY CAKE CASES,24,0.55,16497,United Kingdom
493886,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,0.55,16497,United Kingdom
493886,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2.95,16497,United Kingdom
493886,84975,HEART SHAPED MIRROR,6,1.69,16497,United Kingdom
493886,21255,"FRENCH BOTTLE , LAVENDER",6,1.65,16497,United Kingdom
493886,84836,ZINC METAL HEART DECORATION,12,1.25,16497,United Kingdom
493886,21390,FILIGRIS HEART WITH BUTTERFLY,24,1.25,16497,United Kingdom
493886,21333,CLASSIC WHITE FRAME,8,2.95,16497,United Kingdom
493886,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,8,2.95,16497,United Kingdom
493886,84406B,CREAM CUPID HEARTS COAT HANGER,8,3.25,16497,United Kingdom
493886,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2.95,16497,United Kingdom
493886,84837,WHITE SWEETHEARTS CABINET 4 DRAWERS,1,12.75,16497,United Kingdom
493886,84839,SWEETHEART KEY CABINET,2,6.75,16497,United Kingdom
493886,21279,VINTAGE KITCHEN PRINT FRUITS,6,2.55,16497,United Kingdom
493886,21281,VINTAGE KITCHEN PRINT SEAFOOD,6,2.55,16497,United Kingdom
493886,21278,VINTAGE KITCHEN PRINT PUDDINGS,6,2.55,16497,United Kingdom
493886,22111,SCOTTIE DOG HOT WATER BOTTLE,3,4.95,16497,United Kingdom
493886,21485,RED SPOT HEART HOT WATER BOTTLE,3,4.95,16497,United Kingdom
493886,21663,VINTAGE GLASS SUGAR CADDY,3,5.95,16497,United Kingdom
493886,21662,VINTAGE GLASS COFFEE CADDY,3,5.95,16497,United Kingdom
493886,21661,VINTAGE GLASS TEA CADDY,3,5.95,16497,United Kingdom
493886,21659,GLASS CAKE STAND,1,14.95,16497,United Kingdom
493886,84375,SET OF 20 KIDS COOKIE CUTTERS,12,1.95,16497,United Kingdom
493886,22305,COFFEE MUG PINK PAISLEY DESIGN,6,2.55,16497,United Kingdom
493886,22304,COFFEE MUG BLUE PAISLEY DESIGN,6,2.55,16497,United Kingdom
493886,22301,COFFEE MUG CAT + BIRD DESIGN,6,2.55,16497,United Kingdom
493886,22300,COFFEE MUG DOG + BALL DESIGN,6,2.55,16497,United Kingdom
493886,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2.55,16497,United Kingdom
493887,16258A,SWIRLY CIRCULAR RUBBERS IN BAG,36,0.42,17457,United Kingdom
493887,47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,24,6.35,17457,United Kingdom
493887,70006,LOVE HEART POCKET WARMER,90,1.25,17457,United Kingdom
493887,22138,BAKING SET 9 PIECE RETROSPOT ,24,4.25,17457,United Kingdom
493887,21488,RED WHITE SCARF  HOT WATER BOTTLE,48,3.45,17457,United Kingdom
493887,84029E,RED WOOLLY HOTTIE WHITE HEART.,72,2.95,17457,United Kingdom
493897,M,Manual,1,780.52,14911,EIRE
C493898,M,Manual,-1,780.52,14911,EIRE
493899,22218,CAKE STAND LACE WHITE,3,4.25,12417,Belgium
493899,22236,CAKE STAND 3 TIER MAGIC GARDEN,1,12.75,12417,Belgium
493899,47587A,PINK FAIRY CAKE COASTER,10,0.85,12417,Belgium
493899,22260,FELT EGG COSY BLUE RABBIT ,12,0.85,12417,Belgium
493899,22263,FELT EGG COSY LADYBIRD ,12,0.85,12417,Belgium
493899,22282,12 EGG HOUSE PAINTED WOOD,2,12.75,12417,Belgium
493899,85093,CANDY SPOT EGG WARMER HARE,12,1.25,12417,Belgium
493899,37474,SET/4 2 TONE EGG SHAPE MIXING BOWLS,1,9.95,12417,Belgium
493899,79030G,"TUMBLER, NEW ENGLAND",6,1.65,12417,Belgium
493899,22304,COFFEE MUG BLUE PAISLEY DESIGN,6,2.55,12417,Belgium
493899,21084,SET/6 COLLAGE PAPER CUPS,12,0.65,12417,Belgium
493899,21090,SET/6 COLLAGE PAPER PLATES,12,0.85,12417,Belgium
493899,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,12,0.85,12417,Belgium
493899,21076,SET/20 COLLAGE PAPER NAPKIN ,12,0.85,12417,Belgium
493899,84533B,FAIRY CAKES ROUND NESTING BOXES,4,5.95,12417,Belgium
493899,85008,SET OF 3 CONEY ISLAND OVAL BOXES,3,4.95,12417,Belgium
493899,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,4,4.25,12417,Belgium
493899,85049E,SCANDINAVIAN REDS RIBBONS,12,1.25,12417,Belgium
493899,90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,6,1.65,12417,Belgium
493899,84762A,WHITE PICNIC BARBECUE BUCKET,1,10.75,12417,Belgium
493899,22254,FELT TOADSTOOL LARGE,12,1.25,12417,Belgium
493899,POST,POSTAGE,3,15,12417,Belgium
493899,22355,"CHARLOTTE BAG , SUKI DESIGN",10,0,12417,Belgium
493899,22243,"HOOK, 5 HANGER ,MAGIC TOADSTOOL RED",12,1.65,12417,Belgium
493899,85117,NIGHTINGALE COATHOOK WHITE,8,1.65,12417,Belgium
493899,82613D,METAL SIGN CUPCAKE SINGLE HOOK,8,1.25,12417,Belgium
493899,21843,RETRO SPOT CAKE STAND,2,10.95,12417,Belgium
493899,22061,LARGE CAKE STAND  HANGING STRAWBERY,2,9.95,12417,Belgium
493900,M,Manual,1,780.52,14911,EIRE
493922,22350,CAT BOWL ,6,2.55,13728,United Kingdom
493922,22349,"DOG BOWL , CHASING BALL DESIGN",6,3.75,13728,United Kingdom
493922,21868,POTTING SHED TEA MUG,12,1.25,13728,United Kingdom
493922,85042,ANTIQUE LILY FAIRY LIGHTS,4,4.95,13728,United Kingdom
493922,48187,DOOR MAT NEW ENGLAND,2,6.75,13728,United Kingdom
493922,48197,DOOR MAT BIRD ON THE WIRE,2,6.75,13728,United Kingdom
493922,48129,DOOR MAT TOPIARY,2,6.75,13728,United Kingdom
493922,48184,DOOR MAT ENGLISH ROSE ,2,6.75,13728,United Kingdom
493922,48194,DOORMAT HEARTS,2,6.75,13728,United Kingdom
493922,48138,DOOR MAT UNION FLAG,2,6.75,13728,United Kingdom
493922,48173C,DOOR MAT BLACK FLOCK ,2,6.75,13728,United Kingdom
